Сервис,Уровень,Аккаунтов,Стоимость без НДС,Стоимость 1 аккаунта,Минут,Период,Примечание,Итого стоимость с НДС с учетом количества аккаунтов,цена,Unnamed: 10,Unnamed: 11,Аккаунтов.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Пользователей,Unnamed: 26,Уровень.1,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,цена1,Unnamed: 47,Unnamed: 48,Аккаунтов.2,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
Комплекс коммерческий Главный Бухгалтер ПРОФ,Оптимальный,4.0,67.03,80.44,400,2025-08-01,,321.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Главный Бухгалтер ПРОФ,Оптимальный,5.0,57.8,69.36,400,2025-08-01,,346.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Главный Бухгалтер ПРОФ,Базовый,1.0,31.25,37.5,60,2025-08-01,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Главный Бухгалтер ПРОФ,Базовый,2.0,28.69,34.43,60,2025-08-01,,68.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Главный Бухгалтер ПРОФ,Базовый,3.0,28.47,34.16,60,2025-08-01,,102.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,1.0,247.56,297.07,800,2025-08-01,,297.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,2.0,206.27,247.52,800,2025-08-01,,495.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,3.0,161.1,193.32,800,2025-08-01,,579.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,4.0,139.73,167.68,800,2025-08-01,,670.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,5.0,120.76,144.91,800,2025-08-01,,724.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,6.0,119.95,143.94,800,2025-08-01,,863.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,7.0,116.97,140.36,800,2025-08-01,,982.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,8.0,114.02,136.82,800,2025-08-01,,1094.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,9.0,111.17,133.4,800,2025-08-01,,1200.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Эксперт,10.0,108.39,130.07,800,2025-08-01,,1300.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,1.0,137.04,164.45,400,2025-08-01,,164.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,2.0,113.86,136.63,400,2025-08-01,,273.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,3.0,88.71,106.45,400,2025-08-01,,319.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,4.0,76.76,92.11,400,2025-08-01,,368.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,5.0,66.16,79.39,400,2025-08-01,,396.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,6.0,65.73,78.88,400,2025-08-01,,473.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,7.0,64.09,76.91,400,2025-08-01,,538.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,8.0,62.49,74.99,400,2025-08-01,,599.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,9.0,60.92,73.1,400,2025-08-01,,657.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Оптимальный,10.0,59.42,71.3,400,2025-08-01,,713.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,1.0,36.09,43.31,60,2025-08-01,,43.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,2.0,33.11,39.73,60,2025-08-01,,79.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,3.0,32.89,39.47,60,2025-08-01,,118.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,4.0,32.71,39.25,60,2025-08-01,,157.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие,Минимальный,5.0,32.46,38.95,60,2025-08-01,,194.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,1.0,571.26,685.51,800,2025-08-01,,685.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,2.0,475.98,571.18,800,2025-08-01,,1142.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,3.0,371.67,446.0,800,2025-08-01,,1338.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,4.0,322.54,387.05,800,2025-08-01,,1548.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,5.0,278.67,334.4,800,2025-08-01,,1672.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,6.0,246.61,295.93,800,2025-08-01,,1775.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,7.0,217.9,261.48,800,2025-08-01,,1830.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,8.0,194.93,233.92,800,2025-08-01,,1871.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,9.0,177.49,212.99,800,2025-08-01,,1916.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Эксперт,10.0,165.83,199.0,800,2025-08-01,,1989.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,1.0,270.87,325.04,400,2025-08-01,,325.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,2.0,225.09,270.11,400,2025-08-01,,540.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,3.0,175.39,210.47,400,2025-08-01,,631.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,4.0,151.86,182.23,400,2025-08-01,,728.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,5.0,130.91,157.09,400,2025-08-01,,785.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,6.0,115.53,138.64,400,2025-08-01,,831.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,7.0,101.81,122.17,400,2025-08-01,,855.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,8.0,90.89,109.07,400,2025-08-01,,872.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,9.0,82.52,99.02,400,2025-08-01,,891.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Оптимальный,10.0,76.88,92.26,400,2025-08-01,,922.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,1.0,46.87,56.24,60,2025-08-01,,56.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,2.0,42.99,51.59,60,2025-08-01,,103.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,3.0,39.44,47.33,60,2025-08-01,,141.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,4.0,36.11,43.33,60,2025-08-01,,173.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,5.0,33.12,39.74,60,2025-08-01,,198.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,6.0,30.39,36.47,60,2025-08-01,,218.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,7.0,27.34,32.81,60,2025-08-01,,229.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,8.0,24.58,29.5,60,2025-08-01,,235.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,9.0,22.16,26.59,60,2025-08-01,,239.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ,Минимальный,10.0,20.19,24.23,60,2025-08-01,,242.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,1.0,722.17,866.6,800,2025-08-01,,866.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,2.0,639.21,767.05,800,2025-08-01,,1534.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,3.0,565.78,678.94,800,2025-08-01,,2036.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,4.0,500.75,600.9,800,2025-08-01,,2403.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,5.0,443.13,531.76,800,2025-08-01,,2658.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,6.0,392.03,470.44,800,2025-08-01,,2822.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,7.0,346.56,415.87,800,2025-08-01,,2911.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,8.0,310.06,372.07,800,2025-08-01,,2976.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,9.0,282.08,338.5,800,2025-08-01,,3046.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Эксперт,10.0,263.48,316.18,800,2025-08-01,,3161.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,1.0,446.26,535.51,400,2025-08-01,,535.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,2.0,394.1,472.92,400,2025-08-01,,945.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,3.0,347.98,417.58,400,2025-08-01,,1252.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,4.0,307.23,368.68,400,2025-08-01,,1474.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,5.0,271.2,325.44,400,2025-08-01,,1627.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,6.0,239.38,287.26,400,2025-08-01,,1723.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,7.0,211.06,253.27,400,2025-08-01,,1772.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,8.0,188.36,226.03,400,2025-08-01,,1808.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,9.0,171.01,205.21,400,2025-08-01,,1846.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,10.0,159.33,191.2,400,2025-08-01,,1911.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,1.0,54.51,65.41,60,2025-08-01,,65.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,2.0,49.98,59.98,60,2025-08-01,,119.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,3.0,45.8,54.96,60,2025-08-01,,164.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,4.0,42.04,50.45,60,2025-08-01,,201.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,5.0,38.52,46.22,60,2025-08-01,,231.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,6.0,35.33,42.4,60,2025-08-01,,254.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,7.0,31.81,38.17,60,2025-08-01,,267.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,8.0,28.62,34.34,60,2025-08-01,,274.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,9.0,25.76,30.91,60,2025-08-01,,278.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,10.0,23.44,28.13,60,2025-08-01,,281.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет МВ Комплекс,,,13.18,15.82,60,2025-08-01,,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,1.0,397.02,476.42,800,2025-08-01,,476.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Эксперт,1.0,504.24,605.09,800,2025-08-01,,605.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Оптимальный,1.0,199.21,239.05,400,2025-08-01,,239.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Минимальный,1.0,83.8,100.56,60,2025-08-01,,100.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Эксперт,1.0,923.76,1108.51,800,2025-08-01,,1108.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Оптимальный,1.0,356.13,427.36,400,2025-08-01,,427.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,1.0,149.67,179.6,60,2025-08-01,,179.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Эксперт,1.0,1873.09,2247.71,800,2025-08-01,,2247.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Оптимальный,1.0,729.17,875.0,400,2025-08-01,,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Минимальный,1.0,317.54,381.05,60,2025-08-01,,381.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет ОВ Комплекс,,,12.79,15.35,60,2025-08-01,,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Эксперт,1.0,197.11,236.53,600,2025-08-01,,236.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный Плюс,1.0,90.65,108.78,300/600,2025-08-01,,108.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный,1.0,77.96,93.55,300,2025-08-01,,93.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Базовый,1.0,34.28,41.14,60,2025-08-01,,41.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Эксперт,1.0,397.02,476.42,800,2025-08-01,,476.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Оптимальный Плюс,1.0,197.07,236.48,400/800,2025-08-01,,236.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Оптимальный,1.0,169.75,203.7,400,2025-08-01,,203.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Базовый,1.0,70.83,85.0,60,2025-08-01,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет ЛД Podpis,,,12.79,15.35,60,2025-08-01,,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Эксперт,1.0,197.11,236.53,600,2025-08-01,,236.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный Плюс,1.0,90.65,108.78,300/600,2025-08-01,,108.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,1.0,77.96,93.55,300,2025-08-01,,93.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Базовый,1.0,34.28,41.14,60,2025-08-01,,41.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Эксперт,1.0,397.02,476.42,800,2025-08-01,,476.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный Плюс,1.0,197.07,236.48,400/800,2025-08-01,,236.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,1.0,169.75,203.7,400,2025-08-01,,203.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Базовый,1.0,70.83,85.0,60,2025-08-01,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет ЛД Накладные,,,12.79,15.35,60,2025-08-01,,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,1.0,202.5,243.0,800,2025-09-01,,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,2.0,168.84,202.61,800,2025-09-01,,405.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,3.0,132.02,158.42,800,2025-09-01,,475.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,4.0,114.65,137.58,800,2025-09-01,,550.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,5.0,99.2,119.04,800,2025-09-01,,595.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Оптимальный,1.0,120.03,144.04,400,2025-09-01,,144.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
